NO,PEKERJAAN,KETERANGAN_PEKERJAAN,TANGGAL_LAHIR,STATUS_PERNIKAHAN,KETERANGAN_STATUS_PERNIKAHAN,KELURAHAN,KECAMATAN,KOTA,PROVINSI,PRODUK,SUB_PRODUK,KETERANGAN_SUB_PRODUK,TANGGAL_INPUT,PLAFOND,JK_WAKTUBULAN,HASIL_PRESCREENING_SLIK,HASIL_PRESCREENING_SIKPKUR,HASIL_PRESCREENING_DUKCAPIL,HASIL_PRESCREENING_DHNBI,HASIL_PRESCREENING_1,STATUS,KOLEKTABILITAS,KETERANGAN
90,9,"Pengajar (Guru,Dosen)",1986-06-06,K,Kawin,TENGAH,KRAMAT JATI,JAKARTA TIMUR,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2024-01-10,83000000.0,60,Low,-,Sesuai,Tidak,Lolos,Accept,1,Lancar
91,12,Pelajar/Mahasiswa,1980-05-20,B,Belum Kawin,TENGAH,KRAMAT JATI,JAKARTA TIMUR,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2025-01-21,25000000.0,11,Low,-,Sesuai,Tidak,Lolos,Accept,1,Lancar
92,37,Pegawai pemerintahan/lembaga negara,1979-10-16,B,Belum Kawin,CIPULIR,KEBAYORAN LAMA,JAKARTA SELATAN,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2020-05-19,179394147.0,99,High,-,Sesuai,Tidak,Lolos,Waiting Approval,3,Kurang Lancar
93,37,Pegawai pemerintahan/lembaga negara,1998-05-19,B,Belum Kawin,RUMPIN,RUMPIN,KAB. BOGOR,JAWA BARAT,Konsumer,KMG,Kredit Multi Guna,2025-02-06,24800000.0,10,Low,-,Sesuai,Tidak,Lolos,Accept,1,Lancar
94,31,"Transportasi darat (masinis, sopir,kondektur)",1981-06-16,K,Kawin,BAMBU APUS,CIPAYUNG,JAKARTA TIMUR,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2022-10-18,190000000.0,180,Low,-,Sesuai,Tidak,Lolos,Accept,1,Lancar
95,9,"Pengajar (Guru,Dosen)",1974-04-26,K,Kawin,JOHAR BARU,JOHAR BARU,JAKARTA PUSAT,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2021-08-10,200000000.0,120,High,-,Sesuai,Tidak,Lolos,Waiting Approval,3,Kurang Lancar
96,99,Lain-Lain,1980-08-12,B,Belum Kawin,CIKINI,MENTENG,JAKARTA PUSAT,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2025-02-17,24000000.0,10,Medium,-,Sesuai,Ya,Lolos Bersyarat,Reject,2,Dalam Perhatian Khusus
97,36,Pejabat negara/penyelenggara negara,1986-07-21,B,Belum Kawin,PADEMANGAN BARAT,PADEMANGAN,JAKARTA UTARA,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2025-06-12,1339700000.0,228,Medium,-,Sesuai,Ya,Lolos Bersyarat,Reject,2,Dalam Perhatian Khusus
98,9,"Pengajar (Guru,Dosen)",1968-10-19,K,Kawin,KALIDERES,KALIDERES,JAKARTA BARAT,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2021-12-22,310000000.0,80,Low,-,Sesuai,Tidak,Lolos,Accept,1,Lancar
99,4,Eksekutif,1968-07-24,K,Kawin,HALIM PERDANA KUSUMAH,MAKASAR,JAKARTA TIMUR,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2022-12-23,75000000.0,41,Medium,-,Sesuai,Ya,Lolos Bersyarat,Reject,2,Dalam Perhatian Khusus
100,9,"Pengajar (Guru,Dosen)",1970-03-11,D,Cerai,BALI MESTER,JATINEGARA,JAKARTA TIMUR,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2023-09-25,36700000.0,77,Medium,-,Sesuai,Ya,Lolos Bersyarat,Reject,2,Dalam Perhatian Khusus
101,9,"Pengajar (Guru,Dosen)",1971-03-17,D,Cerai,PULO,KEBAYORAN BARU,JAKARTA SELATAN,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2022-12-07,32000000.0,60,High,-,Sesuai,Tidak,Lolos,Waiting Approval,3,Kurang Lancar
102,37,Pegawai pemerintahan/lembaga negara,1993-02-21,K,Kawin,KEMIRIMUKA,BEJI,DEPOK,JAWA BARAT,Konsumer,KMG,Kredit Multi Guna,2024-05-20,430000000.0,192,Low,-,Sesuai,Tidak,Lolos,Accept,1,Lancar
103,5,Administrasi umum,1984-04-21,K,Kawin,CIPETE SELATAN,CILANDAK,JAKARTA SELATAN,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2024-08-30,279000000.0,120,Low,-,Sesuai,Tidak,Lolos,Accept,1,Lancar
104,37,Pegawai pemerintahan/lembaga negara,1976-05-20,K,Kawin,MENTENG,MENTENG,JAKARTA PUSAT,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2024-11-05,14000000.0,60,High,-,Sesuai,Tidak,Lolos,Waiting Approval,4,Diragukan
105,19,"Tenaga Medis (Perawat, Bidan, dan sebagainya)",1986-10-03,K,Kawin,PEGANGSAAN,MENTENG,JAKARTA PUSAT,DKI JAKARTA,Konsumer,KPR,Kredit Pemilikan Rumah,2020-08-12,335412000.0,216,Low,-,Sesuai,Tidak,Lolos,Accept,1,Lancar
106,37,Pegawai pemerintahan/lembaga negara,1982-04-07,K,Kawin,PONDOK KELAPA,DUREN SAWIT,JAKARTA TIMUR,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2022-05-13,150000000.0,72,Low,-,Sesuai,Tidak,Lolos,Accept,1,Lancar
107,37,Pegawai pemerintahan/lembaga negara,1966-09-15,K,Kawin,MANGGARAI,TEBET,JAKARTA SELATAN,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2023-08-07,164600000.0,120,High,-,Sesuai,Tidak,Lolos,Waiting Approval,4,Diragukan
108,9,"Pengajar (Guru,Dosen)",1980-12-28,K,Kawin,CILINCING,CILINCING,JAKARTA UTARA,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2020-04-14,200000000.0,120,Low,-,Sesuai,Tidak,Lolos,Accept,1,Lancar
109,5,Administrasi umum,1992-08-12,B,Belum Kawin,CISALADA,CIGOMBONG,KAB. BOGOR,JAWA BARAT,Konsumer,KMG,Kredit Multi Guna,2024-09-06,50000000.0,36,Low,-,Sesuai,Tidak,Lolos,Accept,1,Lancar
110,31,"Transportasi darat (masinis, sopir,kondektur)",1987-03-11,K,Kawin,SUKARASA,TANGERANG,KOTA TANGERANG,BANTEN,Konsumer,KMG,Kredit Multi Guna,2022-11-08,247900000.0,180,High,-,Sesuai,Tidak,Lolos,Waiting Approval,4,Diragukan
111,5,Administrasi umum,1992-07-06,B,Belum Kawin,RAGUNAN,PASAR MINGGU,JAKARTA SELATAN,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2024-03-04,200000000.0,168,Medium,-,Sesuai,Ya,Lolos Bersyarat,Reject,2,Dalam Perhatian Khusus
112,11,Pensiunan,1964-03-22,D,Cerai,PONDOK KELAPA,DUREN SAWIT,JAKARTA TIMUR,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2025-01-16,56000000.0,84,Medium,-,Sesuai,Ya,Lolos Bersyarat,Reject,2,Dalam Perhatian Khusus
113,99,Lain-Lain,1972-10-10,K,Kawin,BOJONG RAWALUMBU,RAWA LUMBU,BEKASI,JAWA BARAT,Mikro,Mikro KUR,Mikro Kredit Usaha Rakyat,2023-07-17,400000000.0,60,Low,Tidak Terdaftar KUR,Sesuai,Tidak,Lolos,Accept,1,Lancar
114,37,Pegawai pemerintahan/lembaga negara,1996-09-23,B,Belum Kawin,JATINEGARA,CAKUNG,JAKARTA TIMUR,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2023-09-26,318500000.0,168,Medium,-,Sesuai,Ya,Lolos Bersyarat,Reject,2,Dalam Perhatian Khusus
115,9,"Pengajar (Guru,Dosen)",1963-05-25,B,Belum Kawin,RANGKAPAN JAYA BARU,PANCORAN MAS,KOTA DEPOK,JAWA BARAT,Konsumer,KMG,Kredit Multi Guna,2022-02-15,186000000.0,120,Medium,-,Sesuai,Ya,Lolos Bersyarat,Reject,2,Dalam Perhatian Khusus
116,13,Wiraswasta,1963-09-29,K,Kawin,BABAKAN,BOGOR TENGAH,BOGOR,JAWA BARAT,Mikro,Mikro KUR,Mikro Kredit Usaha Rakyat,2024-01-26,378621000.0,60,High,Terdaftar KUR di Bank Lain,Sesuai,Tidak,Tidak Lolos,Reject,5,Macet
117,37,Pegawai pemerintahan/lembaga negara,1971-07-17,K,Kawin,SEMPER BARAT,CILINCING,JAKARTA UTARA,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2022-03-07,226800000.0,88,Low,-,Sesuai,Tidak,Lolos,Accept,1,Lancar
118,34,Ibu rumah tangga,1984-12-20,K,Kawin,KAMPUNG MELAYU,JATINEGARA,JAKARTA TIMUR,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2025-03-25,34600000.0,36,Low,-,Sesuai,Tidak,Lolos,Accept,1,Lancar
119,37,Pegawai pemerintahan/lembaga negara,1977-01-07,K,Kawin,RAGUNAN,PASAR MINGGU,JAKARTA SELATAN,DKI JAKARTA,Konsumer,KPR,Kredit Pemilikan Rumah,2021-09-28,3000000000.0,120,High,-,Sesuai,Tidak,Lolos,Waiting Approval,4,Diragukan
120,9,"Pengajar (Guru,Dosen)",1995-04-04,K,Kawin,PENJARINGAN,PENJARINGAN,JAKARTA UTARA,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2024-01-11,134000000.0,60,Low,-,Sesuai,Tidak,Lolos,Accept,1,Lancar
121,37,Pegawai pemerintahan/lembaga negara,1974-09-26,K,Kawin,MUSTIKAJAYA,MUSTIKA JAYA,KOTA BEKASI,JAWA BARAT,Konsumer,KMG,Kredit Multi Guna,2022-06-30,199000000.0,60,Low,-,Sesuai,Tidak,Lolos,Accept,1,Lancar
122,5,Administrasi umum,1981-11-07,K,Kawin,SEMPER TIMUR,CILINCING,JAKARTA UTARA,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2024-09-06,104600000.0,60,High,-,Sesuai,Tidak,Lolos,Waiting Approval,4,Diragukan
123,11,Pensiunan,1958-04-08,K,Kawin,HARAPAN MULYA,KEMAYORAN,JAKARTA PUSAT,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2025-08-11,19000000.0,24,Low,-,Sesuai,Tidak,Lolos,Accept,1,Lancar
124,13,Wiraswasta,1974-11-11,K,Kawin,CIBUNGUR,BUNGURSARI,KAB. PURWAKARTA,JAWA BARAT,Konsumer,KMG,Kredit Multi Guna,2024-03-28,420000000.0,103,Low,-,Sesuai,Tidak,Lolos,Accept,1,Lancar
125,9,"Pengajar (Guru,Dosen)",1973-11-13,K,Kawin,GROGOL SELATAN,KEBAYORAN LAMA,JAKARTA SELATAN,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2023-01-25,230000000.0,104,High,-,Sesuai,Tidak,Lolos,Waiting Approval,4,Diragukan
126,99,Lain-Lain,1975-11-10,K,Kawin,MEKARSARI,CIMANGGIS,DEPOK,JAWA BARAT,Konsumer,KMG,Kredit Multi Guna,2024-02-07,25000000.0,36,Medium,-,Sesuai,Ya,Lolos Bersyarat,Reject,2,Dalam Perhatian Khusus
127,5,Administrasi umum,1988-06-02,K,Kawin,DESA AMBALRESMI,AMBAL,JAKARTA TIMUR,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2021-04-27,121000000.0,60,Medium,-,Sesuai,Ya,Lolos Bersyarat,Reject,2,Dalam Perhatian Khusus
128,9,"Pengajar (Guru,Dosen)",1969-08-14,K,Kawin,BATU AMPAR,KRAMAT JATI,JAKARTA TIMUR,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2022-02-10,30000000.0,60,Low,-,Sesuai,Tidak,Lolos,Accept,1,Lancar
129,37,Pegawai pemerintahan/lembaga negara,1995-04-08,B,Belum Kawin,KOTABAMBU SELATAN,PALMERAH,JAKARTA BARAT,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2022-11-15,122600000.0,180,Medium,-,Sesuai,Ya,Lolos Bersyarat,Reject,2,Dalam Perhatian Khusus
130,9,"Pengajar (Guru,Dosen)",1986-05-29,K,Kawin,CEMPAKA PUTIH BARAT,CEMPAKA PUTIH,JAKARTA PUSAT,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2022-10-05,35000000.0,60,Medium,-,Sesuai,Ya,Lolos Bersyarat,Reject,2,Dalam Perhatian Khusus
131,5,Administrasi umum,1966-10-21,K,Kawin,PULAU PANGGANG,KEPULAUAN SERIBU UTARA,KEPULAUAN SERIBU,DKI JAKARTA,Mikro,Mikro KUR,Mikro Kredit Usaha Rakyat,2022-04-27,200000000.0,48,High,Terdaftar KUR di Bank Lain,Sesuai,Tidak,Tidak Lolos,Reject,5,Macet
132,9,"Pengajar (Guru,Dosen)",1992-11-24,K,Kawin,CIPINANG,PULO GADUNG,JAKARTA TIMUR,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2024-11-07,110000000.0,60,Low,-,Sesuai,Tidak,Lolos,Accept,1,Lancar
133,37,Pegawai pemerintahan/lembaga negara,1971-02-20,K,Kawin,PETUKANGAN UTARA,PESANGGRAHAN,JAKARTA SELATAN,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2018-12-28,237000000.0,120,Low,-,Sesuai,Tidak,Lolos,Accept,1,Lancar
134,9,"Pengajar (Guru,Dosen)",1968-05-14,K,Kawin,PULAU HARAPAN,KEPULAUAN SERIBU UTARA,KEPULAUAN SERIBU,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2022-02-04,384800000.0,73,High,-,Sesuai,Tidak,Lolos,Waiting Approval,4,Diragukan
135,9,"Pengajar (Guru,Dosen)",1986-04-22,K,Kawin,KAYU PUTIH,PULO GADUNG,JAKARTA TIMUR,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2021-12-22,290000000.0,180,Low,-,Sesuai,Tidak,Lolos,Accept,1,Lancar
136,99,Lain-Lain,1960-12-28,K,Kawin,KEBON PALA,MAKASAR,JAKARTA TIMUR,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2016-04-07,110000000.0,56,Low,-,Sesuai,Tidak,Lolos,Accept,1,Lancar
137,99,Lain-Lain,1977-08-10,K,Kawin,ULUJAMI,PESANGGRAHAN,JAKARTA SELATAN,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2024-09-17,104000000.0,60,High,-,Sesuai,Tidak,Lolos,Waiting Approval,4,Diragukan
138,9,"Pengajar (Guru,Dosen)",1984-06-16,K,Kawin,TANJUNG PRIUK,TANJUNG PRIOK,JAKARTA UTARA,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2025-04-22,584000000.0,229,Low,-,Sesuai,Tidak,Lolos,Accept,1,Lancar
139,9,"Pengajar (Guru,Dosen)",1977-01-08,K,Kawin,JATIMEKAR,JATI ASIH,JAKARTA TIMUR,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2024-12-24,270000000.0,144,Low,-,Sesuai,Tidak,Lolos,Accept,1,Lancar
140,9,"Pengajar (Guru,Dosen)",1982-04-21,K,Kawin,CIGANJUR,JAGAKARSA,JAKARTA SELATAN,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2024-07-31,1595104039.0,188,High,-,Sesuai,Tidak,Lolos,Waiting Approval,4,Diragukan
141,13,Wiraswasta,1981-12-20,K,Kawin,CIJAURA,BUAH BATU (MARGACINTA),BANDUNG,JAWA BARAT,Mikro,Mikro KUR,Mikro Kredit Usaha Rakyat,2024-09-20,100000000.0,24,Medium,Terdaftar KUR di Bank Lain,Sesuai,Tidak,Tidak Lolos,Reject,2,Dalam Perhatian Khusus
142,37,Pegawai pemerintahan/lembaga negara,1978-03-24,D,Cerai,KEMBANGAN UTARA,KEMBANGAN,JAKARTA BARAT,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2019-10-07,331000000.0,120,Medium,-,Sesuai,Ya,Lolos Bersyarat,Reject,2,Dalam Perhatian Khusus
143,99,Lain-Lain,2003-03-15,B,Belum Kawin,SIPIN,BUANA PEMACA,KAB. OGAN KOMERING ULU SELATA,SUMATERA SELATA,Konsumer,KPR,Kredit Pemilikan Rumah,2024-12-04,160000000.0,240,Low,-,Sesuai,Tidak,Lolos,Accept,1,Lancar
144,37,Pegawai pemerintahan/lembaga negara,1986-04-29,K,Kawin,TANAH SEREAL,TAMBORA,JAKARTA BARAT,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2024-04-23,434900000.0,239,Medium,-,Sesuai,Ya,Lolos Bersyarat,Reject,2,Dalam Perhatian Khusus
145,9,"Pengajar (Guru,Dosen)",1967-05-14,K,Kawin,KALIDERES,KALI DERES,JAKARTA BARAT,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2024-03-14,238000000.0,37,Medium,-,Sesuai,Ya,Lolos Bersyarat,Reject,2,Dalam Perhatian Khusus
146,99,Lain-Lain,1999-08-25,B,Belum Kawin,PALMERAH,PALMERAH,JAKARTA BARAT,DKI JAKARTA,Mikro,Mikro KUR,Mikro Kredit Usaha Rakyat,2024-11-21,25000000.0,24,High,Terdaftar KUR di Bank Lain,Sesuai,Tidak,Tidak Lolos,Reject,5,Macet
147,36,Pejabat negara/penyelenggara negara,1982-02-18,K,Kawin,DUKUH,KRAMAT JATI,JAKARTA TIMUR,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2021-10-11,418800000.0,120,Low,-,Sesuai,Tidak,Lolos,Accept,1,Lancar
148,99,Lain-Lain,1995-11-05,B,Belum Kawin,BANJARSARI,WONOSOBO,KAB. TANGGAMUS,LAMPUNG,Mikro,Mikro NON KUR,Mikro Non - Kredit Usaha Rakyat,2025-01-31,3231000.0,12,Low,Tidak Terdaftar KUR,Sesuai,Tidak,Lolos,Accept,1,Lancar
149,99,Lain-Lain,1989-06-13,D,Cerai,KALI BARU,CILINCING,JAKARTA UTARA,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2024-03-22,102700000.0,60,High,-,Sesuai,Tidak,Lolos,Waiting Approval,4,Diragukan
150,13,Wiraswasta,1996-06-03,D,Cerai,BANGBAYANG,GEKBRONG,KAB. CIANJUR,JAWA BARAT,Mikro,Mikro KUR,Mikro Kredit Usaha Rakyat,2023-07-13,500000000.0,60,Low,Tidak Terdaftar KUR,Sesuai,Tidak,Lolos,Accept,1,Lancar
151,9,"Pengajar (Guru,Dosen)",1975-06-14,K,Kawin,KEBON SIRIH,MENTENG,JAKARTA PUSAT,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2023-01-16,240500000.0,124,Low,-,Sesuai,Tidak,Lolos,Accept,1,Lancar
152,99,Lain-Lain,1986-04-24,K,Kawin,JATINEGARA,CAKUNG,JAKARTA TIMUR,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2023-07-07,115000000.0,180,High,-,Sesuai,Tidak,Lolos,Waiting Approval,4,Diragukan
153,13,Wiraswasta,2001-12-28,B,Belum Kawin,KRAMAT,SENEN,JAKARTA PUSAT,DKI JAKARTA,Konsumer,KPR,Kredit Pemilikan Rumah,2024-06-14,179150000.0,180,Low,-,Sesuai,Tidak,Lolos,Accept,1,Lancar
154,9,"Pengajar (Guru,Dosen)",1976-10-11,K,Kawin,CIRACAS,CIRACAS,JAKARTA TIMUR,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2025-03-26,90800000.0,60,Low,-,Sesuai,Tidak,Lolos,Accept,1,Lancar
155,37,Pegawai pemerintahan/lembaga negara,1979-09-28,K,Kawin,KARANG MULYA,KARANG TENGAH,TANGERANG,BANTEN,Konsumer,KMG,Kredit Multi Guna,2023-05-09,300000000.0,120,High,-,Sesuai,Tidak,Lolos,Waiting Approval,4,Diragukan
156,9,"Pengajar (Guru,Dosen)",1977-12-09,D,Cerai,MUSTIKASARI,MUSTIKAJAYA,KOTA BEKASI,JAWA BARAT,Konsumer,KMG,Kredit Multi Guna,2019-12-20,179000000.0,72,Medium,-,Sesuai,Ya,Lolos Bersyarat,Reject,2,Dalam Perhatian Khusus
157,37,Pegawai pemerintahan/lembaga negara,1986-09-17,K,Kawin,RAWAJATI,PANCORAN,JAKARTA SELATAN,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2024-12-04,236000000.0,120,Medium,-,Sesuai,Ya,Lolos Bersyarat,Reject,2,Dalam Perhatian Khusus
158,9,"Pengajar (Guru,Dosen)",1995-08-13,B,Belum Kawin,PONDOK BAMBU,DUREN SAWIT,JAKARTA TIMUR,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2023-04-17,95700000.0,60,Low,-,Sesuai,Tidak,Lolos,Accept,1,Lancar
159,99,Lain-Lain,1984-12-15,K,Kawin,GEDONG,PASAR REBO,JAKARTA TIMUR,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2024-07-18,200000000.0,84,Medium,-,Sesuai,Ya,Lolos Bersyarat,Reject,2,Dalam Perhatian Khusus
160,99,Lain-Lain,2001-02-15,B,Belum Kawin,LEGOK,LEGOK,KAB. TANGERANG,BANTEN,Konsumer,KPR,Kredit Pemilikan Rumah,2023-05-29,159500000.0,180,Medium,-,Sesuai,Ya,Lolos Bersyarat,Reject,2,Dalam Perhatian Khusus
161,34,Ibu rumah tangga,1994-05-15,B,Belum Kawin,MARGAHAYU,BEKASI TIMUR,KOTA BEKASI,JAWA BARAT,Konsumer,KPR,Kredit Pemilikan Rumah,2022-07-28,162300000.0,180,High,-,Sesuai,Tidak,Lolos,Waiting Approval,4,Diragukan
162,4,Eksekutif,1966-01-01,K,Kawin,KEBAYORAN LAMA SELATAN,KEBAYORAN LAMA,JAKARTA SELATAN,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2024-04-02,130000000.0,19,Low,-,Sesuai,Tidak,Lolos,Accept,1,Lancar
163,37,Pegawai pemerintahan/lembaga negara,1983-05-11,K,Kawin,KAMPUNG TENGAH,KRAMAT JATI,JAKARTA TIMUR,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2024-03-21,170700000.0,60,Low,-,Sesuai,Tidak,Lolos,Accept,1,Lancar
164,9,"Pengajar (Guru,Dosen)",1978-02-15,K,Kawin,BENDA,BENDA,TANGERANG,BANTEN,Konsumer,KMG,Kredit Multi Guna,2024-02-22,33000000.0,60,High,-,Sesuai,Tidak,Lolos,Waiting Approval,4,Diragukan
165,8,Marketing,1958-06-19,B,Belum Kawin,KARET,SETIA BUDI,JAKARTA SELATAN,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2007-12-17,50000000.0,60,Low,-,Sesuai,Tidak,Lolos,Accept,1,Lancar
166,9,"Pengajar (Guru,Dosen)",1986-05-29,K,Kawin,RAMBUTAN,CIRACAS,JAKARTA TIMUR,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2024-10-02,221000000.0,84,Low,-,Sesuai,Tidak,Lolos,Accept,1,Lancar
167,19,"Tenaga Medis (Perawat, Bidan, dan sebagainya)",1980-02-02,K,Kawin,RAMBUTAN,CIRACAS,JAKARTA TIMUR,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2020-09-11,220600000.0,96,High,-,Sesuai,Tidak,Lolos,Waiting Approval,4,Diragukan
168,9,"Pengajar (Guru,Dosen)",1983-07-10,K,Kawin,CENGKARENG BARAT,CENGKARENG,JAKARTA BARAT,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2023-03-01,371000000.0,180,Low,-,Sesuai,Tidak,Lolos,Accept,1,Lancar
169,5,Administrasi umum,1985-06-01,K,Kawin,DUREN JAYA,BEKASI TIMUR,KOTA BEKASI,JAWA BARAT,Konsumer,KMG,Kredit Multi Guna,2021-05-04,580000000.0,180,Low,-,Sesuai,Tidak,Lolos,Accept,1,Lancar
170,9,"Pengajar (Guru,Dosen)",1975-02-05,K,Kawin,CIPINANG BESAR UTARA,JATINEGARA,JAKARTA TIMUR,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2021-11-09,426000000.0,120,High,-,Sesuai,Tidak,Lolos,Waiting Approval,4,Diragukan
171,37,Pegawai pemerintahan/lembaga negara,1997-01-22,K,Kawin,BOJONG MENTENG,RAWA LUMBU,BEKASI,JAWA BARAT,Konsumer,KMG,Kredit Multi Guna,2024-12-06,100000000.0,84,Medium,-,Sesuai,Ya,Lolos Bersyarat,Reject,2,Dalam Perhatian Khusus
172,4,Eksekutif,1970-02-05,K,Kawin,SRENGSENG SAWAH,JAGAKARSA,JAKARTA SELATAN,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2023-07-25,130000000.0,180,Medium,-,Sesuai,Ya,Lolos Bersyarat,Reject,2,Dalam Perhatian Khusus
173,9,"Pengajar (Guru,Dosen)",1975-02-05,K,Kawin,CIPINANG BESAR UTARA,JATINEGARA,JAKARTA TIMUR,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2025-02-28,74000000.0,60,Low,-,Sesuai,Tidak,Lolos,Accept,1,Lancar
174,9,"Pengajar (Guru,Dosen)",1970-09-17,K,Kawin,KEMBANGAN SELATAN,KEMBANGAN,JAKARTA BARAT,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2023-03-27,278000000.0,89,Medium,-,Sesuai,Ya,Lolos Bersyarat,Reject,2,Dalam Perhatian Khusus
175,18,Dokter,1975-07-18,K,Kawin,CEMPAKA PUTIH BARAT,DUREN SAWIT,JAKARTA TIMUR,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2022-10-26,430000000.0,120,Medium,-,Sesuai,Ya,Lolos Bersyarat,Reject,2,Dalam Perhatian Khusus
176,19,"Tenaga Medis (Perawat, Bidan, dan sebagainya)",1985-08-06,K,Kawin,JATIRAHAYU,PONDOK MELATI,KOTA BEKASI,JAWA BARAT,Konsumer,KMG,Kredit Multi Guna,2022-01-26,145000000.0,84,High,-,Sesuai,Tidak,Lolos,Waiting Approval,4,Diragukan
177,37,Pegawai pemerintahan/lembaga negara,1982-05-11,K,Kawin,SRENGSENG SAWAH,JAGAKARSA,JAKARTA SELATAN,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2018-08-24,190000000.0,120,Low,-,Sesuai,Tidak,Lolos,Accept,1,Lancar
178,5,Administrasi umum,1983-03-21,K,Kawin,TANJUNG BARAT,JAGAKARSA,JAKARTA SELATAN,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2022-07-08,277000000.0,180,Low,-,Sesuai,Tidak,Lolos,Accept,1,Lancar
179,37,Pegawai pemerintahan/lembaga negara,1971-07-28,K,Kawin,KAPUK MUARA,PENJARINGAN,JAKARTA UTARA,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2020-09-29,270000000.0,120,High,-,Sesuai,Tidak,Lolos,Waiting Approval,4,Diragukan
180,5,Administrasi umum,1992-08-11,K,Kawin,MALAKA SARI,DUREN SAWIT,JAKARTA TIMUR,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2023-03-14,60000000.0,48,Low,-,Sesuai,Tidak,Lolos,Accept,1,Lancar
181,37,Pegawai pemerintahan/lembaga negara,1969-03-03,K,Kawin,SEMANAN,KALI DERES,JAKARTA BARAT,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2025-03-12,90000000.0,47,Low,-,Sesuai,Tidak,Lolos,Accept,1,Lancar
