Pekerjaan,Status Pernikahan,Produk,Sub Produk,Plafond,Jangka Waktu,Hasil Prescreening SLIK,Hasil Prescreening SIPKUR,Hasil Prescreening Dukcapil,Hasil Prescreening DHNBI,Hasil Prescreening,Status Aplikasi,Kolektabilitas,Usia
Lain-Lain,Belum Kawin,Mikro,Mikro Kredit Usaha Rakyat,25000000.0,24,High,Terdaftar KUR di Bank Lain,Sesuai,Tidak,Tidak Lolos,Reject,Tidak Lancar,25
Pejabat negara/penyelenggara negara,Kawin,Konsumer,Kredit Multi Guna,418800000.0,120,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,40
Lain-Lain,Belum Kawin,Mikro,Mikro Non - Kredit Usaha Rakyat,3231000.0,12,Low,Tidak Terdaftar KUR,Sesuai,Tidak,Lolos,Accept,Lancar,29
Lain-Lain,Cerai,Konsumer,Kredit Multi Guna,102700000.0,60,High,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Waiting Approval,Tidak Lancar,35
Wiraswasta,Cerai,Mikro,Mikro Kredit Usaha Rakyat,500000000.0,60,Low,Tidak Terdaftar KUR,Sesuai,Tidak,Lolos,Accept,Lancar,27
"Pengajar (Guru,Dosen)",Kawin,Konsumer,Kredit Multi Guna,240500000.0,124,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,48
Lain-Lain,Kawin,Konsumer,Kredit Multi Guna,115000000.0,180,High,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Waiting Approval,Tidak Lancar,37
Wiraswasta,Belum Kawin,Konsumer,Kredit Pemilikan Rumah,179150000.0,180,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,22
"Pengajar (Guru,Dosen)",Kawin,Konsumer,Kredit Multi Guna,90800000.0,60,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,48
Pegawai pemerintahan/lembaga negara,Kawin,Konsumer,Kredit Multi Guna,300000000.0,120,High,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Waiting Approval,Tidak Lancar,44
"Pengajar (Guru,Dosen)",Cerai,Konsumer,Kredit Multi Guna,179000000.0,72,Medium,TIDAK DILAKUKAN,Sesuai,Ya,Lolos Bersyarat,Reject,Lancar,42
Pegawai pemerintahan/lembaga negara,Kawin,Konsumer,Kredit Multi Guna,236000000.0,120,Medium,TIDAK DILAKUKAN,Sesuai,Ya,Lolos Bersyarat,Reject,Lancar,38
"Pengajar (Guru,Dosen)",Belum Kawin,Konsumer,Kredit Multi Guna,95700000.0,60,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,28
Lain-Lain,Kawin,Konsumer,Kredit Multi Guna,200000000.0,84,Medium,TIDAK DILAKUKAN,Sesuai,Ya,Lolos Bersyarat,Reject,Lancar,40
Lain-Lain,Belum Kawin,Konsumer,Kredit Pemilikan Rumah,159500000.0,180,Medium,TIDAK DILAKUKAN,Sesuai,Ya,Lolos Bersyarat,Reject,Lancar,22
Ibu rumah tangga,Belum Kawin,Konsumer,Kredit Pemilikan Rumah,162300000.0,180,High,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Waiting Approval,Tidak Lancar,28
Eksekutif,Kawin,Konsumer,Kredit Multi Guna,130000000.0,19,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,58
Pegawai pemerintahan/lembaga negara,Kawin,Konsumer,Kredit Multi Guna,170700000.0,60,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,41
"Pengajar (Guru,Dosen)",Kawin,Konsumer,Kredit Multi Guna,33000000.0,60,High,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Waiting Approval,Tidak Lancar,46
Marketing,Belum Kawin,Konsumer,Kredit Multi Guna,50000000.0,60,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,49
"Pengajar (Guru,Dosen)",Kawin,Konsumer,Kredit Multi Guna,221000000.0,84,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,38
"Tenaga Medis (Perawat, Bidan, dan sebagainya)",Kawin,Konsumer,Kredit Multi Guna,220600000.0,96,High,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Waiting Approval,Tidak Lancar,41
"Pengajar (Guru,Dosen)",Kawin,Konsumer,Kredit Multi Guna,371000000.0,180,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,40
Administrasi umum,Kawin,Konsumer,Kredit Multi Guna,580000000.0,180,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,36
"Pengajar (Guru,Dosen)",Kawin,Konsumer,Kredit Multi Guna,426000000.0,120,High,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Waiting Approval,Tidak Lancar,47
Pegawai pemerintahan/lembaga negara,Kawin,Konsumer,Kredit Multi Guna,100000000.0,84,Medium,TIDAK DILAKUKAN,Sesuai,Ya,Lolos Bersyarat,Reject,Lancar,28
Eksekutif,Kawin,Konsumer,Kredit Multi Guna,130000000.0,180,Medium,TIDAK DILAKUKAN,Sesuai,Ya,Lolos Bersyarat,Reject,Lancar,53
"Pengajar (Guru,Dosen)",Kawin,Konsumer,Kredit Multi Guna,74000000.0,60,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,50
"Pengajar (Guru,Dosen)",Kawin,Konsumer,Kredit Multi Guna,278000000.0,89,Medium,TIDAK DILAKUKAN,Sesuai,Ya,Lolos Bersyarat,Reject,Lancar,53
Dokter,Kawin,Konsumer,Kredit Multi Guna,430000000.0,120,Medium,TIDAK DILAKUKAN,Sesuai,Ya,Lolos Bersyarat,Reject,Lancar,47
"Tenaga Medis (Perawat, Bidan, dan sebagainya)",Kawin,Konsumer,Kredit Multi Guna,145000000.0,84,High,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Waiting Approval,Tidak Lancar,36
Pegawai pemerintahan/lembaga negara,Kawin,Konsumer,Kredit Multi Guna,190000000.0,120,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,36
Administrasi umum,Kawin,Konsumer,Kredit Multi Guna,277000000.0,180,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,39
Pegawai pemerintahan/lembaga negara,Kawin,Konsumer,Kredit Multi Guna,270000000.0,120,High,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Waiting Approval,Tidak Lancar,49
Administrasi umum,Kawin,Konsumer,Kredit Multi Guna,60000000.0,48,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,31
Pegawai pemerintahan/lembaga negara,Kawin,Konsumer,Kredit Multi Guna,90000000.0,47,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,56
Wiraswasta,Kawin,Mikro,Mikro Kredit Usaha Rakyat,20000000.0,36,High,Terdaftar KUR di Bank Lain,Sesuai,Tidak,Tidak Lolos,Reject,Tidak Lancar,30
Pensiunan,Kawin,Konsumer,Kredit Multi Guna,50000000.0,60,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,62
Pengamanan,Kawin,Konsumer,Kredit Multi Guna,50000000.0,36,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,44
"Transportasi darat (masinis, sopir,kondektur)",Kawin,Konsumer,Kredit Multi Guna,383000000.0,180,High,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Waiting Approval,Tidak Lancar,38
Pegawai pemerintahan/lembaga negara,Kawin,Konsumer,Kredit Multi Guna,30000000.0,120,Medium,TIDAK DILAKUKAN,Sesuai,Ya,Lolos Bersyarat,Reject,Lancar,41
"Pengajar (Guru,Dosen)",Kawin,Konsumer,Kredit Multi Guna,100000000.0,60,Medium,TIDAK DILAKUKAN,Sesuai,Ya,Lolos Bersyarat,Reject,Lancar,52
Administrasi umum,Belum Kawin,Konsumer,Kredit Multi Guna,15000000.0,36,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,27
Lain-Lain,Kawin,Konsumer,Kredit Multi Guna,75000000.0,60,Medium,TIDAK DILAKUKAN,Sesuai,Ya,Lolos Bersyarat,Reject,Lancar,46
"Pengajar (Guru,Dosen)",Kawin,Konsumer,Kredit Multi Guna,160000000.0,72,Medium,TIDAK DILAKUKAN,Sesuai,Ya,Lolos Bersyarat,Reject,Lancar,54
Administrasi umum,Belum Kawin,Konsumer,Kredit Multi Guna,24300000.0,10,High,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Waiting Approval,Tidak Lancar,32
Pegawai pemerintahan/lembaga negara,Kawin,Konsumer,Kredit Multi Guna,192600000.0,84,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,36
Lain-Lain,Kawin,Konsumer,Kredit Pemilikan Rumah,224000000.0,240,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,30
Pegawai pemerintahan/lembaga negara,Kawin,Konsumer,Kredit Multi Guna,103000000.0,120,High,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Waiting Approval,Tidak Lancar,33
"Pengajar (Guru,Dosen)",Belum Kawin,Konsumer,Kredit Multi Guna,20000000.0,36,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,25
"Pengajar (Guru,Dosen)",Belum Kawin,Konsumer,Kredit Multi Guna,55000000.0,60,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,43
Lain-Lain,Belum Kawin,Konsumer,Kredit Pemilikan Rumah,335412000.0,204,High,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Waiting Approval,Tidak Lancar,37
Lain-Lain,Belum Kawin,Konsumer,Kredit Multi Guna,349000000.0,180,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,27
Eksekutif,Kawin,Konsumer,Kredit Multi Guna,105000000.0,120,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,58
Pegawai pemerintahan/lembaga negara,Kawin,Konsumer,Kredit Multi Guna,328600000.0,240,High,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Waiting Approval,Tidak Lancar,32
Pegawai pemerintahan/lembaga negara,Cerai,Konsumer,Kredit Multi Guna,25000000.0,96,Medium,TIDAK DILAKUKAN,Sesuai,Ya,Lolos Bersyarat,Reject,Lancar,43
Pegawai pemerintahan/lembaga negara,Kawin,Konsumer,Kredit Multi Guna,50000000.0,60,Medium,TIDAK DILAKUKAN,Sesuai,Ya,Lolos Bersyarat,Reject,Lancar,31
Pegawai pemerintahan/lembaga negara,Kawin,Konsumer,Kredit Multi Guna,139739890.0,94,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,49
Pegawai pemerintahan/lembaga negara,Kawin,Konsumer,Kredit Pemilikan Rumah,567621502.0,117,Medium,TIDAK DILAKUKAN,Sesuai,Ya,Lolos Bersyarat,Reject,Lancar,48
Wiraswasta,Kawin,Mikro,Mikro Kredit Usaha Rakyat,447327224.0,60,Medium,Terdaftar KUR di Bank Lain,Sesuai,Tidak,Tidak Lolos,Reject,Lancar,42
Lain-Lain,Kawin,Konsumer,Kredit Multi Guna,96800000.0,60,High,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Waiting Approval,Tidak Lancar,38
"Pengajar (Guru,Dosen)",Kawin,Konsumer,Kredit Multi Guna,173500000.0,60,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,34
Pegawai pemerintahan/lembaga negara,Kawin,Konsumer,Kredit Multi Guna,90000000.0,60,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,49
Wiraswasta,Kawin,Mikro,Mikro Kredit Usaha Rakyat,200000000.0,48,High,Terdaftar KUR di Bank Lain,Sesuai,Tidak,Tidak Lolos,Reject,Tidak Lancar,42
Lain-Lain,Kawin,Konsumer,Kredit Multi Guna,166000000.0,180,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,34
"Tenaga Medis (Perawat, Bidan, dan sebagainya)",Kawin,Konsumer,Kredit Multi Guna,518000000.0,168,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,36
"Transportasi darat (masinis, sopir,kondektur)",Kawin,Konsumer,Kredit Pemilikan Rumah,240256563.0,145,High,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Waiting Approval,Tidak Lancar,41
"Pengajar (Guru,Dosen)",Kawin,Konsumer,Kredit Multi Guna,400000000.0,50,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,56
Dokter,Kawin,Konsumer,Kredit Multi Guna,41000000.0,60,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,30
Lain-Lain,Kawin,Konsumer,Kredit Multi Guna,493100000.0,175,High,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Waiting Approval,Tidak Lancar,43
Eksekutif,Kawin,Konsumer,Kredit Multi Guna,208000000.0,83,Medium,TIDAK DILAKUKAN,Sesuai,Ya,Lolos Bersyarat,Reject,Lancar,51
"Transportasi darat (masinis, sopir,kondektur)",Kawin,Konsumer,Kredit Multi Guna,212000000.0,130,Medium,TIDAK DILAKUKAN,Sesuai,Ya,Lolos Bersyarat,Reject,Lancar,46
"Pengajar (Guru,Dosen)",Cerai,Konsumer,Kredit Multi Guna,307800000.0,96,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,48
Dokter,Kawin,Konsumer,Kredit Multi Guna,395800000.0,84,Medium,TIDAK DILAKUKAN,Sesuai,Ya,Lolos Bersyarat,Reject,Lancar,42
Lain-Lain,Belum Kawin,Konsumer,Kredit Multi Guna,24800000.0,10,Medium,TIDAK DILAKUKAN,Sesuai,Ya,Lolos Bersyarat,Reject,Lancar,34
Pegawai pemerintahan/lembaga negara,Kawin,Konsumer,Kredit Multi Guna,224000000.0,60,High,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Waiting Approval,Tidak Lancar,50
Pegawai pemerintahan/lembaga negara,Kawin,Konsumer,Kredit Multi Guna,800000000.0,180,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,32
Pegawai pemerintahan/lembaga negara,Belum Kawin,Konsumer,Kredit Multi Guna,126000000.0,120,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,24
Lain-Lain,Belum Kawin,Konsumer,Kredit Multi Guna,30000000.0,48,High,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Waiting Approval,Tidak Lancar,37
"Tenaga Medis (Perawat, Bidan, dan sebagainya)",Kawin,Konsumer,Kredit Multi Guna,170000000.0,132,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,34
Pegawai pemerintahan/lembaga negara,Cerai,Konsumer,Kredit Multi Guna,270000000.0,32,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,55
Administrasi umum,Kawin,Konsumer,Kredit Multi Guna,1289000000.0,198,High,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Waiting Approval,Tidak Lancar,41
Lain-Lain,Kawin,Konsumer,Kredit Multi Guna,65000000.0,25,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,56
"Pengajar (Guru,Dosen)",Kawin,Konsumer,Kredit Multi Guna,671400000.0,144,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,48
Pegawai pemerintahan/lembaga negara,Cerai,Konsumer,Kredit Multi Guna,250000000.0,144,High,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Waiting Approval,Tidak Lancar,58
Pegawai pemerintahan/lembaga negara,Kawin,Konsumer,Kredit Multi Guna,703700000.0,80,Medium,TIDAK DILAKUKAN,Sesuai,Ya,Lolos Bersyarat,Reject,Lancar,51
"Tenaga Medis (Perawat, Bidan, dan sebagainya)",Belum Kawin,Konsumer,Kredit Multi Guna,220000000.0,120,Medium,TIDAK DILAKUKAN,Sesuai,Ya,Lolos Bersyarat,Reject,Lancar,27
"Pengajar (Guru,Dosen)",Cerai,Konsumer,Kredit Multi Guna,140000000.0,48,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,53
Pegawai pemerintahan/lembaga negara,Cerai,Konsumer,Kredit Multi Guna,200000000.0,48,Medium,TIDAK DILAKUKAN,Sesuai,Ya,Lolos Bersyarat,Reject,Lancar,55
Pelajar/Mahasiswa,Belum Kawin,Konsumer,Kredit Multi Guna,32000000.0,60,Medium,TIDAK DILAKUKAN,Sesuai,Ya,Lolos Bersyarat,Reject,Lancar,30
Pengamanan,Kawin,Konsumer,Kredit Multi Guna,505800000.0,191,High,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Waiting Approval,Tidak Lancar,42
Pensiunan,Kawin,Konsumer,Kredit Multi Guna,179300000.0,60,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,44
Pensiunan,Kawin,Konsumer,Kredit Multi Guna,100000000.0,48,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,66
Lain-Lain,Kawin,Konsumer,Kredit Multi Guna,73000000.0,168,High,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Waiting Approval,Tidak Lancar,42
Pegawai pemerintahan/lembaga negara,Kawin,Konsumer,Kredit Multi Guna,378500000.0,193,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,42
Pegawai pemerintahan/lembaga negara,Kawin,Konsumer,Kredit Multi Guna,1211000000.0,216,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,38
Pegawai pemerintahan/lembaga negara,Kawin,Konsumer,Kredit Multi Guna,200000000.0,180,High,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Waiting Approval,Tidak Lancar,43
"Tenaga Medis (Perawat, Bidan, dan sebagainya)",Kawin,Konsumer,Kredit Multi Guna,200000000.0,96,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,34
Pegawai pemerintahan/lembaga negara,Kawin,Konsumer,Kredit Multi Guna,672000000.0,183,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,43
Pegawai pemerintahan/lembaga negara,Kawin,Konsumer,Kredit Multi Guna,201800000.0,240,High,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Waiting Approval,Tidak Lancar,31
"Pengajar (Guru,Dosen)",Kawin,Konsumer,Kredit Multi Guna,148000000.0,60,Medium,TIDAK DILAKUKAN,Sesuai,Ya,Lolos Bersyarat,Reject,Lancar,38
Pegawai pemerintahan/lembaga negara,Kawin,Konsumer,Kredit Multi Guna,176500000.0,60,Medium,TIDAK DILAKUKAN,Sesuai,Ya,Lolos Bersyarat,Reject,Lancar,51
"Pengajar (Guru,Dosen)",Kawin,Konsumer,Kredit Multi Guna,95900000.0,60,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,51
Lain-Lain,Kawin,Konsumer,Kredit Multi Guna,421900000.0,78,Medium,TIDAK DILAKUKAN,Sesuai,Ya,Lolos Bersyarat,Reject,Lancar,51
Pegawai pemerintahan/lembaga negara,Kawin,Konsumer,Kredit Multi Guna,158000000.0,51,Medium,TIDAK DILAKUKAN,Sesuai,Ya,Lolos Bersyarat,Reject,Lancar,53
Administrasi umum,Kawin,Konsumer,Kredit Multi Guna,288000000.0,81,High,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Waiting Approval,Tidak Lancar,49
Lain-Lain,Kawin,Konsumer,Kredit Multi Guna,17000000.0,11,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,51
"Transportasi darat (masinis, sopir,kondektur)",Kawin,Konsumer,Kredit Multi Guna,140600000.0,120,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,47
Pengamanan,Kawin,Konsumer,Kredit Multi Guna,431652354.0,116,High,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Waiting Approval,Tidak Lancar,48
Pegawai pemerintahan/lembaga negara,Kawin,Konsumer,Kredit Multi Guna,79000000.0,60,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,45
"Transportasi darat (masinis, sopir,kondektur)",Belum Kawin,Konsumer,Kredit Multi Guna,182000000.0,180,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,37
"Tenaga Medis (Perawat, Bidan, dan sebagainya)",Kawin,Konsumer,Kredit Multi Guna,143000000.0,180,High,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Waiting Approval,Tidak Lancar,27
Pegawai pemerintahan/lembaga negara,Kawin,Konsumer,Kredit Multi Guna,397000000.0,228,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,39
Pegawai pemerintahan/lembaga negara,Kawin,Konsumer,Kredit Multi Guna,342000000.0,120,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,29
Pegawai pemerintahan/lembaga negara,Kawin,Konsumer,Kredit Multi Guna,618000000.0,84,High,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Waiting Approval,Tidak Lancar,53
"Tenaga Medis (Perawat, Bidan, dan sebagainya)",Cerai,Konsumer,Kredit Multi Guna,350000000.0,120,Medium,TIDAK DILAKUKAN,Sesuai,Ya,Lolos Bersyarat,Reject,Lancar,37
"Tenaga Medis (Perawat, Bidan, dan sebagainya)",Kawin,Konsumer,Kredit Multi Guna,30000000.0,36,Medium,TIDAK DILAKUKAN,Sesuai,Ya,Lolos Bersyarat,Reject,Lancar,28
"Pengajar (Guru,Dosen)",Cerai,Konsumer,Kredit Multi Guna,20000000.0,24,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,44
Lain-Lain,Kawin,Konsumer,Kredit Multi Guna,37000000.0,11,Medium,TIDAK DILAKUKAN,Sesuai,Ya,Lolos Bersyarat,Reject,Lancar,32
Lain-Lain,Kawin,Konsumer,Kredit Multi Guna,15000000.0,6,Medium,TIDAK DILAKUKAN,Sesuai,Ya,Lolos Bersyarat,Reject,Lancar,52
"Pengajar (Guru,Dosen)",Kawin,Konsumer,Kredit Multi Guna,62400000.0,60,High,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Waiting Approval,Tidak Lancar,29
Pegawai pemerintahan/lembaga negara,Kawin,Konsumer,Kredit Multi Guna,312000000.0,149,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,46
Administrasi umum,Belum Kawin,Konsumer,Kredit Multi Guna,700000000.0,180,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,36
"Pengajar (Guru,Dosen)",Cerai,Konsumer,Kredit Multi Guna,75000000.0,24,High,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Waiting Approval,Tidak Lancar,56
Pegawai pemerintahan/lembaga negara,Kawin,Konsumer,Kredit Multi Guna,160000000.0,60,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,47
Accounting/Finance Officer,Kawin,Konsumer,Kredit Multi Guna,250000000.0,60,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,44
Wiraswasta,Kawin,Konsumer,Kredit Multi Guna,20000000.0,10,High,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Waiting Approval,Tidak Lancar,37
Pegawai pemerintahan/lembaga negara,Cerai,Konsumer,Kredit Multi Guna,100000000.0,84,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,46
"Pengajar (Guru,Dosen)",Kawin,Konsumer,Kredit Multi Guna,396000000.0,108,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,51
Pegawai pemerintahan/lembaga negara,Kawin,Konsumer,Kredit Multi Guna,250000000.0,60,High,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Waiting Approval,Tidak Lancar,44
"Pengajar (Guru,Dosen)",Kawin,Konsumer,Kredit Multi Guna,17000000.0,60,Medium,TIDAK DILAKUKAN,Sesuai,Ya,Lolos Bersyarat,Reject,Lancar,42
"Pengajar (Guru,Dosen)",Kawin,Konsumer,Kredit Multi Guna,200000000.0,72,Medium,TIDAK DILAKUKAN,Sesuai,Ya,Lolos Bersyarat,Reject,Lancar,47
Lain-Lain,Kawin,Konsumer,Kredit Multi Guna,200000000.0,120,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,31
"Pengajar (Guru,Dosen)",Kawin,Konsumer,Kredit Multi Guna,62600000.0,60,Medium,TIDAK DILAKUKAN,Sesuai,Ya,Lolos Bersyarat,Reject,Lancar,43
Lain-Lain,Kawin,Konsumer,Kredit Multi Guna,53000000.0,60,Medium,TIDAK DILAKUKAN,Sesuai,Ya,Lolos Bersyarat,Reject,Lancar,43
Pegawai pemerintahan/lembaga negara,Kawin,Konsumer,Kredit Multi Guna,281962785.0,67,High,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Waiting Approval,Tidak Lancar,52
Pegawai pemerintahan/lembaga negara,Kawin,Konsumer,Kredit Multi Guna,200000000.0,60,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,48
Pegawai pemerintahan/lembaga negara,Kawin,Konsumer,Kredit Pemilikan Rumah,150000000.0,72,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,48
"Pengajar (Guru,Dosen)",Kawin,Konsumer,Kredit Multi Guna,220000000.0,120,High,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Waiting Approval,Tidak Lancar,39
Pegawai pemerintahan/lembaga negara,Kawin,Konsumer,Kredit Multi Guna,178000000.0,120,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,36
Lain-Lain,Kawin,Konsumer,Kredit Pemilikan Rumah,1000000000.0,60,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,48
Pegawai pemerintahan/lembaga negara,Kawin,Konsumer,Kredit Multi Guna,700000000.0,168,High,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Waiting Approval,Tidak Lancar,43
Pensiunan,Kawin,Konsumer,Kredit Multi Guna,100000000.0,60,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,63
Pegawai pemerintahan/lembaga negara,Kawin,Konsumer,Kredit Multi Guna,261000000.0,76,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,52
Lain-Lain,Kawin,Konsumer,Kredit Multi Guna,448000000.0,120,High,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Waiting Approval,Tidak Lancar,43
Eksekutif,Belum Kawin,Konsumer,Kredit Multi Guna,100000000.0,84,Medium,TIDAK DILAKUKAN,Sesuai,Ya,Lolos Bersyarat,Reject,Lancar,29
"Pengajar (Guru,Dosen)",Cerai,Konsumer,Kredit Multi Guna,145000000.0,50,Medium,TIDAK DILAKUKAN,Sesuai,Ya,Lolos Bersyarat,Reject,Lancar,56
Lain-Lain,Belum Kawin,Konsumer,Kredit Multi Guna,18150000.0,10,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,41
